timestamp,cpu,ram,disco,qtd_processos,mac,modelo,idEmpresa
2025-10-30_14-36-28,9.9,80.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-36-44,10.2,81.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-37-00,6.2,80.9,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-37-16,5.8,80.1,47.7,261,245205694268435,Modelo XPTO,1
2025-10-30_14-32-37,12.9,74.2,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-32-54,12.4,75.3,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-10,23.3,79.0,47.4,263,245205694268435,Modelo XPTO,1
2025-10-30_14-33-27,17.5,76.3,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-33-44,9.9,75.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-00,7.4,75.5,47.7,266,245205694268435,Modelo XPTO,1
2025-10-30_14-34-16,9.4,74.3,47.7,265,245205694268435,Modelo XPTO,1
2025-10-30_14-34-32,7.8,74.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-34-49,11.3,74.5,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-35-06,13.3,74.9,47.7,262,245205694268435,Modelo XPTO,1
2025-10-30_14-35-23,21.7,80.9,47.7,262,245205694268435,Modelo XPTO,1
2025-10-30_14-35-39,25.0,81.3,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-35-55,19.4,81.4,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-36-12,13.0,80.7,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-36-28,9.9,80.5,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-36-44,10.2,81.4,47.7,264,245205694268435,Modelo XPTO,1
2025-10-30_14-37-00,6.2,80.9,47.7,263,245205694268435,Modelo XPTO,1
2025-10-30_14-37-16,5.8,80.1,47.7,261,245205694268435,Modelo XPTO,1
2025-10-30_14-37-32,6.2,80.0,47.7,261,245205694268435,Modelo XPTO,1
2025-10-30_14-37-47,5.5,79.5,47.7,260,245205694268435,Modelo XPTO,1
2025-10-30_14-37-47,5.5,79.5,47.7,260,245205694268435,Modelo XPTO,1
2025-10-30_14-38-03,6.3,79.4,47.7,260,245205694268435,Modelo XPTO,1
2025-10-30_14-37-47,5.5,79.5,47.7,260,245205694268435,Modelo XPTO,1
2025-10-30_14-38-03,6.3,79.4,47.7,260,245205694268435,Modelo XPTO,1
2025-10-30_14-38-19,8.2,79.9,47.7,259,245205694268435,Modelo XPTO,1
2025-10-30_14-37-47,5.5,79.5,47.7,260,245205694268435,Modelo XPTO,1
2025-10-30_14-38-03,6.3,79.4,47.7,260,245205694268435,Modelo XPTO,1
2025-10-30_14-38-19,8.2,79.9,47.7,259,245205694268435,Modelo XPTO,1
2025-10-30_14-38-34,6.5,80.1,47.7,260,245205694268435,Modelo XPTO,1
2025-10-30_14-37-47,5.5,79.5,47.7,260,245205694268435,Modelo XPTO,1
2025-10-30_14-38-03,6.3,79.4,47.7,260,245205694268435,Modelo XPTO,1
2025-10-30_14-38-19,8.2,79.9,47.7,259,245205694268435,Modelo XPTO,1
2025-10-30_14-38-34,6.5,80.1,47.7,260,245205694268435,Modelo XPTO,1
2025-10-30_14-38-51,9.5,80.9,47.7,260,245205694268435,Modelo XPTO,1
2025-10-30_14-37-47,5.5,79.5,47.7,260,245205694268435,Modelo XPTO,1
2025-10-30_14-38-03,6.3,79.4,47.7,260,245205694268435,Modelo XPTO,1
2025-10-30_14-38-19,8.2,79.9,47.7,259,245205694268435,Modelo XPTO,1
2025-10-30_14-38-34,6.5,80.1,47.7,260,245205694268435,Modelo XPTO,1
2025-10-30_14-38-51,9.5,80.9,47.7,260,245205694268435,Modelo XPTO,1
2025-10-30_14-39-07,7.9,81.3,47.7,261,245205694268435,Modelo XPTO,1
